File,aid,Date,7,8,9,13,15
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023186_aid0001,aid0001,2023-07-05 00:00:00+00:00,7.0,14.0,9.0,1.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023187_aid0001,aid0001,2023-07-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023188_aid0001,aid0001,2023-07-07 00:00:00+00:00,2.0,14.0,12.0,5.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023189_aid0001,aid0001,2023-07-08 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023190_aid0001,aid0001,2023-07-09 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023191_aid0001,aid0001,2023-07-10 00:00:00+00:00,,16.0,13.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023192_aid0001,aid0001,2023-07-11 00:00:00+00:00,5.0,12.0,13.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023193_aid0001,aid0001,2023-07-12 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023194_aid0001,aid0001,2023-07-13 00:00:00+00:00,9.0,13.0,9.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023195_aid0001,aid0001,2023-07-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023196_aid0001,aid0001,2023-07-15 00:00:00+00:00,1.0,16.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023197_aid0001,aid0001,2023-07-16 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023198_aid0001,aid0001,2023-07-17 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023199_aid0001,aid0001,2023-07-18 00:00:00+00:00,1.0,16.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023200_aid0001,aid0001,2023-07-19 00:00:00+00:00,7.0,10.0,12.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023201_aid0001,aid0001,2023-07-20 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023202_aid0001,aid0001,2023-07-21 00:00:00+00:00,9.0,14.0,6.0,2.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023203_aid0001,aid0001,2023-07-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023204_aid0001,aid0001,2023-07-23 00:00:00+00:00,,16.0,15.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023205_aid0001,aid0001,2023-07-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023206_aid0001,aid0001,2023-07-25 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023207_aid0001,aid0001,2023-07-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023208_aid0001,aid0001,2023-07-27 00:00:00+00:00,7.0,9.0,11.0,5.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023209_aid0001,aid0001,2023-07-28 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023210_aid0001,aid0001,2023-07-29 00:00:00+00:00,8.0,13.0,9.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023211_aid0001,aid0001,2023-07-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023212_aid0001,aid0001,2023-07-31 00:00:00+00:00,1.0,15.0,11.0,5.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023213_aid0001,aid0001,2023-08-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023214_aid0001,aid0001,2023-08-02 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023215_aid0001,aid0001,2023-08-03 00:00:00+00:00,3.0,10.0,8.0,12.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023216_aid0001,aid0001,2023-08-04 00:00:00+00:00,6.0,6.0,7.0,12.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023217_aid0001,aid0001,2023-08-05 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023218_aid0001,aid0001,2023-08-06 00:00:00+00:00,7.0,10.0,7.0,8.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023219_aid0001,aid0001,2023-08-07 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023220_aid0001,aid0001,2023-08-08 00:00:00+00:00,,3.0,9.0,17.0,4.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023221_aid0001,aid0001,2023-08-09 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023222_aid0001,aid0001,2023-08-10 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023223_aid0001,aid0001,2023-08-11 00:00:00+00:00,,10.0,11.0,10.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023224_aid0001,aid0001,2023-08-12 00:00:00+00:00,6.0,1.0,9.0,17.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023225_aid0001,aid0001,2023-08-13 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023226_aid0001,aid0001,2023-08-14 00:00:00+00:00,8.0,5.0,3.0,14.0,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023227_aid0001,aid0001,2023-08-15 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023228_aid0001,aid0001,2023-08-16 00:00:00+00:00,,9.0,9.0,13.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023229_aid0001,aid0001,2023-08-17 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023230_aid0001,aid0001,2023-08-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023231_aid0001,aid0001,2023-08-19 00:00:00+00:00,2.0,10.0,12.0,9.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023232_aid0001,aid0001,2023-08-20 00:00:00+00:00,5.0,5.0,8.0,14.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023233_aid0001,aid0001,2023-08-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023234_aid0001,aid0001,2023-08-22 00:00:00+00:00,8.0,12.0,8.0,5.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023235_aid0001,aid0001,2023-08-23 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023236_aid0001,aid0001,2023-08-24 00:00:00+00:00,1.0,6.0,11.0,13.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023237_aid0001,aid0001,2023-08-25 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023238_aid0001,aid0001,2023-08-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023239_aid0001,aid0001,2023-08-27 00:00:00+00:00,,7.0,12.0,14.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023240_aid0001,aid0001,2023-08-28 00:00:00+00:00,5.0,7.0,14.0,7.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023241_aid0001,aid0001,2023-08-29 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023242_aid0001,aid0001,2023-08-30 00:00:00+00:00,8.0,12.0,10.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023243_aid0001,aid0001,2023-08-31 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023244_aid0001,aid0001,2023-09-01 00:00:00+00:00,,11.0,13.0,7.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023245_aid0001,aid0001,2023-09-02 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023246_aid0001,aid0001,2023-09-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023247_aid0001,aid0001,2023-09-04 00:00:00+00:00,3.0,10.0,8.0,11.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023248_aid0001,aid0001,2023-09-05 00:00:00+00:00,8.0,8.0,9.0,7.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023249_aid0001,aid0001,2023-09-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023250_aid0001,aid0001,2023-09-07 00:00:00+00:00,8.0,13.0,8.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023251_aid0001,aid0001,2023-09-08 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023252_aid0001,aid0001,2023-09-09 00:00:00+00:00,1.0,13.0,15.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023253_aid0001,aid0001,2023-09-10 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023254_aid0001,aid0001,2023-09-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023255_aid0001,aid0001,2023-09-12 00:00:00+00:00,,16.0,16.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023256_aid0001,aid0001,2023-09-13 00:00:00+00:00,7.0,9.0,11.0,4.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023257_aid0001,aid0001,2023-09-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023258_aid0001,aid0001,2023-09-15 00:00:00+00:00,7.0,14.0,9.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023259_aid0001,aid0001,2023-09-16 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023260_aid0001,aid0001,2023-09-17 00:00:00+00:00,,16.0,16.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023261_aid0001,aid0001,2023-09-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023262_aid0001,aid0001,2023-09-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023263_aid0001,aid0001,2023-09-20 00:00:00+00:00,1.0,11.0,14.0,5.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023264_aid0001,aid0001,2023-09-21 00:00:00+00:00,9.0,9.0,10.0,3.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023265_aid0001,aid0001,2023-09-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023266_aid0001,aid0001,2023-09-23 00:00:00+00:00,8.0,13.0,7.0,2.0,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023267_aid0001,aid0001,2023-09-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023268_aid0001,aid0001,2023-09-25 00:00:00+00:00,,16.0,14.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023269_aid0001,aid0001,2023-09-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023270_aid0001,aid0001,2023-09-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023271_aid0001,aid0001,2023-09-28 00:00:00+00:00,,15.0,13.0,4.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023272_aid0001,aid0001,2023-09-29 00:00:00+00:00,9.0,11.0,9.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023273_aid0001,aid0001,2023-09-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023274_aid0001,aid0001,2023-10-01 00:00:00+00:00,7.0,14.0,8.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023275_aid0001,aid0001,2023-10-02 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023276_aid0001,aid0001,2023-10-03 00:00:00+00:00,1.0,14.0,15.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023277_aid0001,aid0001,2023-10-04 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023278_aid0001,aid0001,2023-10-05 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023279_aid0001,aid0001,2023-10-06 00:00:00+00:00,,13.0,12.0,8.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023280_aid0001,aid0001,2023-10-07 00:00:00+00:00,11.0,10.0,8.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023281_aid0001,aid0001,2023-10-08 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023282_aid0001,aid0001,2023-10-09 00:00:00+00:00,8.0,14.0,7.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023283_aid0001,aid0001,2023-10-10 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023284_aid0001,aid0001,2023-10-11 00:00:00+00:00,,16.0,11.0,5.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023285_aid0001,aid0001,2023-10-12 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023286_aid0001,aid0001,2023-10-13 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023287_aid0001,aid0001,2023-10-14 00:00:00+00:00,,15.0,11.0,6.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023288_aid0001,aid0001,2023-10-15 00:00:00+00:00,9.0,10.0,11.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023289_aid0001,aid0001,2023-10-16 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023290_aid0001,aid0001,2023-10-17 00:00:00+00:00,5.0,14.0,8.0,4.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023291_aid0001,aid0001,2023-10-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023292_aid0001,aid0001,2023-10-19 00:00:00+00:00,1.0,16.0,12.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023293_aid0001,aid0001,2023-10-20 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023294_aid0001,aid0001,2023-10-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023295_aid0001,aid0001,2023-10-22 00:00:00+00:00,1.0,16.0,13.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023296_aid0001,aid0001,2023-10-23 00:00:00+00:00,8.0,10.0,12.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023297_aid0001,aid0001,2023-10-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023298_aid0001,aid0001,2023-10-25 00:00:00+00:00,7.0,14.0,8.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023299_aid0001,aid0001,2023-10-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023300_aid0001,aid0001,2023-10-27 00:00:00+00:00,3.0,16.0,13.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023301_aid0001,aid0001,2023-10-28 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023302_aid0001,aid0001,2023-10-29 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023303_aid0001,aid0001,2023-10-30 00:00:00+00:00,,16.0,13.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023304_aid0001,aid0001,2023-10-31 00:00:00+00:00,7.0,11.0,10.0,4.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023305_aid0001,aid0001,2023-11-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023306_aid0001,aid0001,2023-11-02 00:00:00+00:00,8.0,14.0,8.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023307_aid0001,aid0001,2023-11-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023308_aid0001,aid0001,2023-11-04 00:00:00+00:00,1.0,16.0,13.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023309_aid0001,aid0001,2023-11-05 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023310_aid0001,aid0001,2023-11-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023311_aid0001,aid0001,2023-11-07 00:00:00+00:00,,16.0,13.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023312_aid0001,aid0001,2023-11-08 00:00:00+00:00,7.0,10.0,12.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023313_aid0001,aid0001,2023-11-09 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023314_aid0001,aid0001,2023-11-10 00:00:00+00:00,7.0,14.0,9.0,1.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023315_aid0001,aid0001,2023-11-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023316_aid0001,aid0001,2023-11-12 00:00:00+00:00,1.0,15.0,14.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023317_aid0001,aid0001,2023-11-13 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023318_aid0001,aid0001,2023-11-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023319_aid0001,aid0001,2023-11-15 00:00:00+00:00,1.0,16.0,14.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023320_aid0001,aid0001,2023-11-16 00:00:00+00:00,8.0,8.0,13.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023321_aid0001,aid0001,2023-11-17 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023322_aid0001,aid0001,2023-11-18 00:00:00+00:00,7.0,13.0,10.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023323_aid0001,aid0001,2023-11-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023324_aid0001,aid0001,2023-11-20 00:00:00+00:00,,14.0,15.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023325_aid0001,aid0001,2023-11-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023326_aid0001,aid0001,2023-11-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023327_aid0001,aid0001,2023-11-23 00:00:00+00:00,2.0,14.0,12.0,4.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023328_aid0001,aid0001,2023-11-24 00:00:00+00:00,7.0,9.0,12.0,4.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023329_aid0001,aid0001,2023-11-25 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023330_aid0001,aid0001,2023-11-26 00:00:00+00:00,7.0,13.0,9.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023331_aid0001,aid0001,2023-11-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023332_aid0001,aid0001,2023-11-28 00:00:00+00:00,1.0,13.0,16.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023333_aid0001,aid0001,2023-11-29 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023334_aid0001,aid0001,2023-11-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023335_aid0001,aid0001,2023-12-01 00:00:00+00:00,1.0,15.0,14.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023336_aid0001,aid0001,2023-12-02 00:00:00+00:00,6.0,9.0,15.0,3.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023337_aid0001,aid0001,2023-12-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023338_aid0001,aid0001,2023-12-04 00:00:00+00:00,9.0,14.0,9.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023339_aid0001,aid0001,2023-12-05 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023340_aid0001,aid0001,2023-12-06 00:00:00+00:00,1.0,15.0,14.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023341_aid0001,aid0001,2023-12-07 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023342_aid0001,aid0001,2023-12-08 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023343_aid0001,aid0001,2023-12-09 00:00:00+00:00,3.0,11.0,10.0,9.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023344_aid0001,aid0001,2023-12-10 00:00:00+00:00,6.0,8.0,15.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023345_aid0001,aid0001,2023-12-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023346_aid0001,aid0001,2023-12-12 00:00:00+00:00,9.0,12.0,8.0,4.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023347_aid0001,aid0001,2023-12-13 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023348_aid0001,aid0001,2023-12-14 00:00:00+00:00,1.0,15.0,12.0,5.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023349_aid0001,aid0001,2023-12-15 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023350_aid0001,aid0001,2023-12-16 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023351_aid0001,aid0001,2023-12-17 00:00:00+00:00,,15.0,16.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023352_aid0001,aid0001,2023-12-18 00:00:00+00:00,6.0,10.0,15.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023353_aid0001,aid0001,2023-12-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023354_aid0001,aid0001,2023-12-20 00:00:00+00:00,8.0,14.0,9.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023355_aid0001,aid0001,2023-12-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023356_aid0001,aid0001,2023-12-22 00:00:00+00:00,,15.0,16.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023357_aid0001,aid0001,2023-12-23 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023358_aid0001,aid0001,2023-12-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023359_aid0001,aid0001,2023-12-25 00:00:00+00:00,1.0,16.0,12.0,2.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023360_aid0001,aid0001,2023-12-26 00:00:00+00:00,6.0,9.0,13.0,5.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023361_aid0001,aid0001,2023-12-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023362_aid0001,aid0001,2023-12-28 00:00:00+00:00,8.0,14.0,9.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023363_aid0001,aid0001,2023-12-29 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023364_aid0001,aid0001,2023-12-30 00:00:00+00:00,,15.0,14.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023365_aid0001,aid0001,2023-12-31 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2024001_aid0001,aid0001,2024-01-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2024002_aid0001,aid0001,2024-01-02 00:00:00+00:00,,16.0,15.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2024003_aid0001,aid0001,2024-01-03 00:00:00+00:00,7.0,10.0,13.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2024004_aid0001,aid0001,2024-01-04 00:00:00+00:00,33.0,,,,
